Date,Product Name,Batch No,Expiry Date,Quantity,MRP (₹),GST (%),GST Amount (₹),Amount (₹),Month_Date,Sales Type
2025-07-05,Montelukast 10mg,791,2027-01-01,15,140.0,12.0,225.0,2100.0,2025-07-01,Prescription
2025-07-05,Clotrimazole Cream,137,2026-05-01,4,302.5,12.0,129.6428571,1210.0,2025-07-01,OTC
2025-07-05,Hand Sanitizer,599,2026-01-01,5,30.0,12.0,16.07142857,150.0,2025-07-01,OTC
2025-07-05,Amoxicillin 250mg,495,2027-08-01,2,40.99,12.0,8.783571429,81.98,2025-07-01,Prescription
2025-07-05,Amoxicillin 250mg,495,2027-08-01,4,40.99,12.0,17.56714286,163.96,2025-07-01,Prescription
2025-07-06,N95 Mask,537,2025-12-01,1,28.0,12.0,3.0,28.0,2025-07-01,Prescription
2025-07-06,Ranitidine 150mg,801,2025-12-01,3,13.65,12.0,4.3875,40.95,2025-07-01,Prescription
2025-07-06,Calpol 500mg,355,2026-07-01,4,14.95,12.0,6.407142857,59.8,2025-07-01,Prescription
2025-07-06,Becosules,717,2026-04-01,9,60.49,12.0,58.32964286,544.41,2025-07-01,Prescription
2025-07-06,Allegra 120mg,289,2026-07-01,10,264.72,12.0,283.6285714,2647.2,2025-07-01,Prescription
2025-07-06,Atorvastatin 10mg,258,2026-05-01,9,55.32,12.0,53.34428571,497.88,2025-07-01,Prescription
2025-07-06,Loperamide 2mg,567,2026-04-01,5,25.48,12.0,13.65,127.4,2025-07-01,Prescription
2025-07-07,Atorvastatin 10mg,258,2026-05-01,7,55.32,12.0,41.49,387.24,2025-07-01,Prescription
2025-07-07,Dexamethasone 4mg,722,2026-04-01,5,40.0,12.0,21.42857143,200.0,2025-07-01,Prescription
2025-07-07,Disprin,292,2026-05-01,6,5.64,12.0,3.625714286,33.84,2025-07-01,Prescription
2025-07-07,Ciprofloxacin 500mg,452/927,2026-04-01,9,47.49,12.0,45.79392857,427.41,2025-07-01,Prescription
2025-07-07,Tetanus Toxoid,520,2028-04-01,5,11.35,12.0,6.080357143,56.75,2025-07-01,Prescription
2025-07-07,Surgical Gloves,299,2027-01-01,7,83.0,12.0,62.25,581.0,2025-07-01,Prescription
2025-07-08,Surgical Gloves,299,2027-01-01,8,83.0,12.0,71.14285714,664.0,2025-07-01,Prescription
2025-07-08,N95 Mask,537,2025-12-01,4,28.0,12.0,12.0,112.0,2025-07-01,Prescription
2025-07-08,Chlorpheniramine,829,2026-12-01,4,102.29,12.0,43.83857143,409.16,2025-07-01,Prescription
2025-07-08,Volini Gel,100,2026-01-01,2,265.0,12.0,56.78571429,530.0,2025-07-01,OTC
2025-07-08,Azithromycin 500mg,768,2026-07-01,2,79.16,12.0,16.96285714,158.32,2025-07-01,Prescription
2025-07-08,Dolo 650mg,145,2026-01-01,4,33.76,12.0,14.46857143,135.04,2025-07-01,Prescription
2025-07-08,Hand Sanitizer,599,2026-01-01,4,30.0,12.0,12.85714286,120.0,2025-07-01,OTC
2025-07-09,Tetanus Toxoid,520,2028-04-01,7,11.35,12.0,8.5125,79.45,2025-07-01,Prescription
2025-07-09,Domperidone 10mg,266/903,2026-04-01,9,25.86,12.0,24.93642857,232.74,2025-07-01,Prescription
2025-07-09,Zincovit,250,2026-03-01,5,115.0,12.0,61.60714286,575.0,2025-07-01,Prescription
2025-07-09,Betadine Ointment,253,2026-05-01,2,97.0,12.0,20.78571429,194.0,2025-07-01,Prescription
2025-07-09,Azithromycin 500mg,768/133,2026-07-01,5,79.16,12.0,42.40714286,395.8,2025-07-01,Prescription
2025-07-09,Crocin Advance,120,2026-05-01,2,20.16,12.0,4.32,40.32,2025-07-01,Prescription
2025-07-09,Surgical Gloves,299,2027-01-01,5,83.0,12.0,44.46428571,415.0,2025-07-01,Prescription
2025-07-09,Thyroxine 50mcg,406,2027-04-01,3,140.83,12.0,45.26678571,422.49,2025-07-01,Prescription
2025-07-10,Pantoprazole 40mg,303,2026-04-01,2,153.15,12.0,32.81785714,306.3,2025-07-01,Prescription
2025-07-10,Losartan 50mg,171,2027-01-01,5,96.55,12.0,51.72321429,482.75,2025-07-01,Prescription
2025-07-10,Amoxicillin 250mg,495,2027-08-01,3,40.99,12.0,13.17535714,122.97,2025-07-01,Prescription
2025-07-10,Dexamethasone 4mg,722,2026-04-01,10,40.0,12.0,42.85714286,400.0,2025-07-01,Prescription
2025-07-10,Pantoprazole 40mg,303,2026-04-01,3,153.15,12.0,49.22678571,459.45,2025-07-01,Prescription
2025-07-10,Paracetamol 500mg,765,2026-01-01,5,10.08,12.0,5.4,50.4,2025-07-01,Prescription
2025-07-10,Ibuprofen 400mg,442/122,2026-07-01,9,12.88,12.0,12.42,115.92,2025-07-01,Prescription
2025-07-10,Montelukast 10mg,791/420,2027-01-01,15,140.0,12.0,225.0,2100.0,2025-07-01,Prescription
2025-07-11,Cetirizine 10mg,173,2026-03-01,4,21.05,12.0,9.021428571,84.2,2025-07-01,Prescription
2025-07-11,Loperamide 2mg,567,2026-04-01,3,25.48,12.0,8.19,76.44,2025-07-01,Prescription
2025-07-11,Metformin 500mg,121,2026-04-01,10,44.0,12.0,47.14285714,440.0,2025-07-01,Prescription
2025-07-11,Salbutamol Inhaler,912,2026-01-01,6,73.26,12.0,47.09571429,439.56,2025-07-01,Prescription
2025-07-11,Ibuprofen 400mg,122,2026-07-01,7,12.88,12.0,9.66,90.16,2025-07-01,Prescription
2025-07-11,Disprin,521,2026-05-01,7,5.64,12.0,4.23,39.48,2025-07-01,Prescription
2025-07-12,Crocin Advance,120,2026-05-01,4,20.16,12.0,8.64,80.64,2025-07-01,Prescription
2025-07-12,Clotrimazole Cream,851,2026-05-01,10,302.5,12.0,324.1071429,3025.0,2025-07-01,OTC
2025-07-12,Losartan 50mg,171,2027-01-01,11,96.55,12.0,113.7910714,1062.05,2025-07-01,Prescription
2025-07-12,Domperidone 10mg,903,2026-04-01,4,25.86,12.0,11.08285714,103.44,2025-07-01,Prescription
2025-07-12,Ibuprofen 400mg,122,2026-07-01,9,12.88,12.0,12.42,115.92,2025-07-01,Prescription
2025-07-12,Multivitamin Syrup,882,2025-12-01,5,170.0,12.0,91.07142857,850.0,2025-07-01,OTC
2025-07-12,Azithromycin 500mg,133,2026-07-01,8,79.16,12.0,67.85142857,633.28,2025-07-01,Prescription
2025-07-13,Multivitamin Syrup,882,2025-12-01,10,170.0,12.0,182.1428571,1700.0,2025-07-01,OTC
2025-07-13,Tetanus Toxoid,520,2028-04-01,5,11.35,12.0,6.080357143,56.75,2025-07-01,Prescription
2025-07-13,Surgical Gloves,690,2027-01-01,5,83.0,12.0,44.46428571,415.0,2025-07-01,Prescription
2025-07-13,Allegra 120mg,289,2026-07-01,3,264.72,12.0,85.08857143,794.16,2025-07-01,Prescription
2025-07-13,N95 Mask,537,2025-12-01,4,28.0,12.0,12.0,112.0,2025-07-01,Prescription
2025-07-13,Thermometer,386,,6,190.0,12.0,122.1428571,1140.0,2025-07-01,Prescription
2025-07-14,Avil 25mg,979,2026-12-01,1,13.25,12.0,1.419642857,13.25,2025-07-01,Prescription
2025-07-14,Ciprofloxacin 500mg,927,2026-04-01,7,47.49,12.0,35.6175,332.43,2025-07-01,Prescription
2025-07-14,Cetirizine 10mg,173,2026-03-01,2,21.05,12.0,4.510714286,42.1,2025-07-01,Prescription
2025-07-14,Clotrimazole Cream,851,2026-05-01,9,302.5,12.0,291.6964286,2722.5,2025-07-01,OTC
2025-07-14,Dexamethasone 4mg,722,2026-04-01,5,40.0,12.0,21.42857143,200.0,2025-07-01,Prescription
2025-07-14,Insulin 30/70,854,2026-01-01,11,174.0,12.0,205.0714286,1914.0,2025-07-01,Prescription
2025-07-14,Zincovit,250,2026-03-01,6,115.0,12.0,73.92857143,690.0,2025-07-01,Prescription
2025-07-14,Losartan 50mg,171,2027-01-01,10,96.55,12.0,103.4464286,965.5,2025-07-01,Prescription
2025-07-15,Clotrimazole Cream,851,2026-05-01,3,302.5,12.0,97.23214286,907.5,2025-07-01,OTC
2025-07-15,Betadine Ointment,253,2026-05-01,1,97.0,12.0,10.39285714,97.0,2025-07-01,Prescription
2025-07-15,Combiflam,985,2026-06-01,7,55.71,12.0,41.7825,389.97,2025-07-01,Prescription
2025-07-15,Multivitamin Syrup,882,2025-12-01,10,170.0,12.0,182.1428571,1700.0,2025-07-01,OTC
2025-07-15,Salbutamol Inhaler,912,2026-01-01,4,73.26,12.0,31.39714286,293.04,2025-07-01,Prescription
2025-07-15,Disprin,521,2026-05-01,3,5.64,12.0,1.812857143,16.92,2025-07-01,Prescription
2025-07-15,Tetanus Toxoid,520,2028-04-01,1,11.35,12.0,1.216071429,11.35,2025-07-01,Prescription
2025-07-15,Glibenclamide 5mg,502,2026-06-01,6,48.75,12.0,31.33928571,292.5,2025-07-01,Prescription
2025-07-16,Volini Gel,100,2026-01-01,5,265.0,12.0,141.9642857,1325.0,2025-07-01,OTC
2025-07-16,Salbutamol Inhaler,912,2026-01-01,5,73.26,12.0,39.24642857,366.3,2025-07-01,Prescription
2025-07-16,Dolo 650mg,222,2026-01-01,6,33.76,12.0,21.70285714,202.56,2025-07-01,Prescription
2025-07-16,Dolo 650mg,222,2026-01-01,6,33.76,12.0,21.70285714,202.56,2025-07-01,Prescription
2025-07-16,N95 Mask,537,2025-12-01,3,28.0,12.0,9.0,84.0,2025-07-01,Prescription
2025-07-16,ORS Sachet,398,2025-12-01,7,29.01,12.0,21.7575,203.07,2025-07-01,Prescription
2025-07-16,Ivermectin 12mg,169,2026-04-01,7,177.95,12.0,133.4625,1245.65,2025-07-01,Prescription
2025-07-17,Bandage Roll,609,2026-12-01,7,22.0,12.0,16.5,154.0,2025-07-01,Prescription
2025-07-17,Allegra 120mg,289,2026-07-01,4,264.72,12.0,113.4514286,1058.88,2025-07-01,Prescription
2025-07-17,Glibenclamide 5mg,725,2026-06-01,15,48.75,12.0,78.34821429,731.25,2025-07-01,Prescription
2025-07-17,Erythromycin 250mg,546,2026-04-01,8,60.0,12.0,51.42857143,480.0,2025-07-01,Prescription
2025-07-17,Salbutamol Inhaler,135,2026-01-01,6,73.26,12.0,47.09571429,439.56,2025-07-01,Prescription
2025-07-17,Avil 25mg,979/558,2026-12-01,10,13.25,12.0,14.19642857,132.5,2025-07-01,Prescription
2025-07-17,Thermometer,386,,5,190.0,12.0,101.7857143,950.0,2025-07-01,Prescription
2025-07-17,Allegra 120mg,271/289,2026-07-01,7,264.72,12.0,198.54,1853.04,2025-07-01,Prescription
2025-07-17,Digene,673,2026-03-01,7,29.2,12.0,21.9,204.4,2025-07-01,Prescription
2025-07-18,Azithromycin 500mg,133,2026-07-01,4,79.16,12.0,33.92571429,316.64,2025-07-01,Prescription
2025-07-18,Clotrimazole Cream,851,2026-05-01,3,302.5,12.0,97.23214286,907.5,2025-07-01,OTC
2025-07-18,N95 Mask,537,2025-12-01,5,28.0,12.0,15.0,140.0,2025-07-01,Prescription
2025-07-18,Digene,673,2026-03-01,8,29.2,12.0,25.02857143,233.6,2025-07-01,Prescription
2025-07-18,Digene,673,2026-03-01,8,29.2,12.0,25.02857143,233.6,2025-07-01,Prescription
2025-07-18,Cetirizine 10mg,173,2026-03-01,10,21.05,12.0,22.55357143,210.5,2025-07-01,Prescription
2025-07-18,Bandage Roll,609/179,2026-12-01,9,22.0,12.0,21.21428571,198.0,2025-07-01,Prescription
2025-07-18,Paracetamol 500mg,765,2026-01-01,13,10.08,12.0,14.04,131.04,2025-07-01,Prescription
2025-07-19,Ciprofloxacin 500mg,927,2026-04-01,7,47.49,12.0,35.6175,332.43,2025-07-01,Prescription
2025-07-19,Nicotine Patch,656,2026-08-01,5,85.57,12.0,45.84107143,427.85,2025-07-01,Prescription
2025-07-19,Crocin Advance,431,2026-05-01,8,20.16,12.0,17.28,161.28,2025-07-01,Prescription
2025-07-19,Loperamide 2mg,621,2026-04-01,11,25.48,12.0,30.03,280.28,2025-07-01,Prescription
2025-07-19,Bandage Roll,179,2026-12-01,7,22.0,12.0,16.5,154.0,2025-07-01,Prescription
2025-07-19,Atorvastatin 10mg,258/333,2026-05-01,10,55.32,12.0,59.27142857,553.2,2025-07-01,Prescription
2025-07-19,Crocin Advance,431,2026-05-01,4,20.16,12.0,8.64,80.64,2025-07-01,Prescription
2025-07-20,Betadine Ointment,253,2026-05-01,1,97.0,12.0,10.39285714,97.0,2025-07-01,Prescription
2025-07-20,Loperamide 2mg,621,2026-04-01,9,25.48,12.0,24.57,229.32,2025-07-01,Prescription
2025-07-20,Levocetirizine 5mg,251/311,2026-12-01,12,35.0,12.0,45.0,420.0,2025-07-01,Prescription
2025-07-20,Avil 25mg,558/591,2026-12-01,5,13.25,12.0,7.098214286,66.25,2025-07-01,Prescription
2025-07-20,Bandage Roll,179,2026-12-01,8,22.0,12.0,18.85714286,176.0,2025-07-01,Prescription
2025-07-20,Paracetamol 500mg,112,2026-01-01,17,10.08,12.0,18.36,171.36,2025-07-01,Prescription
2025-07-20,Allegra 120mg,271/456,2026-07-01,10,264.72,12.0,283.6285714,2647.2,2025-07-01,Prescription
2025-07-20,Surgical Gloves,690,2027-01-01,8,83.0,12.0,71.14285714,664.0,2025-07-01,Prescription
2025-07-21,Omeprazole 20mg,532,2026-12-01,2,32.14,12.0,6.887142857,64.28,2025-07-01,Prescription
2025-07-21,Crocin Advance,431,2026-05-01,1,20.16,12.0,2.16,20.16,2025-07-01,Prescription
2025-07-21,Tetanus Toxoid,520,2028-04-01,2,11.35,12.0,2.432142857,22.7,2025-07-01,Prescription
2025-07-21,Pantoprazole 40mg,303,2026-04-01,2,153.15,12.0,32.81785714,306.3,2025-07-01,Prescription
2025-07-21,Becosules,717/525,2026-04-01,9,60.49,12.0,58.32964286,544.41,2025-07-01,Prescription
2025-07-21,Prednisolone 10mg,130,2025-12-01,2,27.0,12.0,5.785714286,54.0,2025-07-01,Prescription
2025-07-22,Tetanus Toxoid,996,2028-04-01,10,11.35,12.0,12.16071429,113.5,2025-07-01,Prescription
2025-07-22,Crocin Advance,431,2026-05-01,6,20.16,12.0,12.96,120.96,2025-07-01,Prescription
2025-07-22,ORS Sachet,453,2025-12-01,15,46.59,12.0,74.87678571,698.85,2025-07-01,Prescription
2025-07-22,Amlodipine 5mg,353,2026-01-01,6,83.9,12.0,53.93571429,503.4,2025-07-01,Prescription
2025-07-22,Allegra 120mg,456,2026-07-01,5,264.72,12.0,141.8142857,1323.6,2025-07-01,Prescription
2025-07-23,Ranitidine 150mg,801,2025-12-01,7,13.65,12.0,10.2375,95.55,2025-07-01,Prescription
2025-07-23,Omeprazole 20mg,532,2026-12-01,1,32.14,12.0,3.443571429,32.14,2025-07-01,Prescription
2025-07-23,Salbutamol Inhaler,135,2026-01-01,8,73.26,12.0,62.79428571,586.08,2025-07-01,Prescription
2025-07-23,Pantoprazole 40mg,854,2026-04-01,8,153.15,12.0,131.2714286,1225.2,2025-07-01,Prescription
2025-07-23,Crocin Advance,431,2026-05-01,3,20.16,12.0,6.48,60.48,2025-07-01,Prescription
2025-07-23,Surgical Gloves,690,2027-01-01,7,83.0,12.0,62.25,581.0,2025-07-01,Prescription
2025-07-24,Betadine Ointment,162,2026-05-01,4,97.0,12.0,41.57142857,388.0,2025-07-01,Prescription
2025-07-24,Atorvastatin 10mg,333,2026-05-01,8,55.32,12.0,47.41714286,442.56,2025-07-01,Prescription
2025-07-24,Ibuprofen 400mg,122,2026-07-01,6,12.88,12.0,8.28,77.28,2025-07-01,Prescription
2025-07-14,Vitamin C Tablets,992,2026-01-01,5,24.86,12.0,13.31785714,124.3,2025-07-01,OTC
2025-07-24,Pantoprazole 40mg,854,2026-04-01,6,153.15,12.0,98.45357143,918.9,2025-07-01,Prescription
2025-07-24,Amoxicillin 250mg,495,2027-08-01,1,40.99,12.0,4.391785714,40.99,2025-07-01,Prescription
2025-07-24,Bandage Roll,179,2026-12-01,7,22.0,12.0,16.5,154.0,2025-07-01,Prescription
2025-07-24,Thermometer,386,,6,190.0,12.0,122.1428571,1140.0,2025-07-01,Prescription
2025-07-25,Nicotine Patch,982,2026-08-01,6,85.57,12.0,55.00928571,513.42,2025-07-01,Prescription
2025-07-25,Prednisolone 10mg,130,2025-12-01,4,27.0,12.0,11.57142857,108.0,2025-07-01,Prescription
2025-07-25,Domperidone 10mg,412,2026-04-01,8,25.86,12.0,22.16571429,206.88,2025-07-01,Prescription
2025-07-25,Allegra 120mg,456/782,2026-07-01,10,264.72,12.0,283.6285714,2647.2,2025-07-01,Prescription
2025-07-25,Combiflam,985,2026-06-01,6,55.71,12.0,35.81357143,334.26,2025-07-01,Prescription
2025-07-25,Loperamide 2mg,702,2026-04-01,11,25.48,12.0,30.03,280.28,2025-07-01,Prescription
2025-07-25,Hand Sanitizer,599,2026-01-01,4,30.0,12.0,12.85714286,120.0,2025-07-01,OTC
2025-07-26,Losartan 50mg,171/911,2027-01-01,8,96.55,12.0,82.75714286,772.4,2025-07-01,Prescription
2025-07-26,N95 Mask,537,2025-12-01,6,28.0,12.0,18.0,168.0,2025-07-01,Prescription
2025-07-26,Combiflam,321,2026-06-01,13,55.71,12.0,77.59607143,724.23,2025-07-01,Prescription
2025-07-26,Clotrimazole Cream,522,2026-05-01,7,302.5,12.0,226.875,2117.5,2025-07-01,OTC
2025-07-26,Paracetamol 500mg,112,2026-01-01,12,10.08,12.0,12.96,120.96,2025-07-01,Prescription
2025-07-26,Dexamethasone 4mg,722,2026-04-01,8,40.0,12.0,34.28571429,320.0,2025-07-01,Prescription
2025-07-26,Dolo 650mg,222,2026-01-01,7,33.76,12.0,25.32,236.32,2025-07-01,Prescription
2025-07-26,Chlorpheniramine,114,2026-12-01,5,102.29,12.0,54.79821429,511.45,2025-07-01,Prescription
2025-07-27,Thermometer,520,,6,190.0,12.0,122.1428571,1140.0,2025-07-01,Prescription
2025-07-27,Amlodipine 5mg,353,2026-05-01,2,83.9,12.0,17.97857143,167.8,2025-07-01,Prescription
2025-07-27,Volini Gel,100,2026-01-01,8,265.0,12.0,227.1428571,2120.0,2025-07-01,OTC
2025-07-27,Clotrimazole Cream,522,2026-05-01,8,302.5,12.0,259.2857143,2420.0,2025-07-01,OTC
2025-07-27,Omeprazole 20mg,532,2026-12-01,2,32.14,12.0,6.887142857,64.28,2025-07-01,Prescription
2025-07-22,Vitamin C Tablets,587,2026-01-01,10,24.86,12.0,26.63571429,248.6,2025-07-01,OTC
2025-07-27,Zincovit,250,2026-03-01,2,115.0,12.0,24.64285714,230.0,2025-07-01,Prescription
2025-07-27,Hand Sanitizer,700,2026-01-01,10,30.0,12.0,32.14285714,300.0,2025-07-01,OTC
2025-07-27,Domperidone 10mg,412,2026-04-01,6,25.86,12.0,16.62428571,155.16,2025-07-01,Prescription
2025-07-27,Glibenclamide 5mg,988,2026-06-01,9,48.75,12.0,47.00892857,438.75,2025-07-01,Prescription
2025-07-28,Combiflam,321,2026-06-01,12,55.71,12.0,71.62714286,668.52,2025-07-01,Prescription
2025-07-28,Dolo 650mg,222,2026-01-01,5,33.76,12.0,18.08571429,168.8,2025-07-01,Prescription
2025-07-28,Domperidone 10mg,412,2026-04-01,8,25.86,12.0,22.16571429,206.88,2025-07-01,Prescription
2025-07-28,Dolo 650mg,222,2026-01-01,3,33.76,12.0,10.85142857,101.28,2025-07-01,Prescription
2025-07-30,Domperidone 10mg,412,2026-04-01,8,25.86,12.0,22.16571429,206.88,2025-07-01,Prescription
2025-07-28,Becosules,525,2026-04-01,10,60.49,12.0,64.81071429,604.9,2025-07-01,Prescription
2025-07-28,Vitamin C Tablets,587,2026-01-01,6,24.86,12.0,15.98142857,149.16,2025-07-01,OTC
2025-07-28,N95 Mask,537,2025-12-01,7,28.0,12.0,21.0,196.0,2025-07-01,Prescription
2025-07-28,Pantoprazole 40mg,854,2026-04-01,6,153.15,12.0,98.45357143,918.9,2025-07-01,Prescription
2025-07-29,Losartan 50mg,911,2027-01-01,5,96.55,12.0,51.72321429,482.75,2025-07-01,Prescription
2025-07-29,Prednisolone 10mg,130,2025-12-01,1,27.0,12.0,2.892857143,27.0,2025-07-01,Prescription
2025-07-29,Nicotine Patch,982,2026-08-01,5,85.57,12.0,45.84107143,427.85,2025-07-01,Prescription
2025-07-29,Tetanus Toxoid,996,2028-04-01,8,11.35,12.0,9.728571429,90.8,2025-07-01,Prescription
2025-07-29,Azithromycin 500mg,133,2026-07-01,9,79.16,12.0,76.33285714,712.44,2025-07-01,Prescription
2025-07-29,Clotrimazole Cream,522,2026-05-01,5,302.5,12.0,162.0535714,1512.5,2025-07-01,OTC
2025-07-29,Allegra 120mg,782,2026-07-01,5,264.72,12.0,141.8142857,1323.6,2025-07-01,Prescription
2025-07-29,Salbutamol Inhaler,135,2026-01-01,9,73.26,12.0,70.64357143,659.34,2025-07-01,Prescription
2025-07-29,Azithromycin 500mg,652,2026-07-01,3,79.16,12.0,25.44428571,237.48,2025-07-01,Prescription
2025-07-30,Avil 25mg,591,2026-12-01,10,13.25,12.0,14.19642857,132.5,2025-07-01,Prescription
2025-07-30,N95 Mask,537,2025-12-01,2,28.0,12.0,6.0,56.0,2025-07-01,Prescription
2025-07-30,Amoxicillin 250mg,495,2027-08-01,3,40.99,12.0,13.17535714,122.97,2025-07-01,Prescription
2025-07-30,Thermometer,520/654,,7,190.0,12.0,142.5,1330.0,2025-07-01,Prescription
2025-07-30,Crocin Advance,431,2026-05-01,7,20.16,12.0,15.12,141.12,2025-07-01,Prescription
2025-07-30,Chlorpheniramine,114,2026-12-01,3,102.29,12.0,32.87892857,306.87,2025-07-01,Prescription
2025-07-30,Crocin Advance,431,2026-05-01,7,20.16,12.0,15.12,141.12,2025-07-01,Prescription
2025-07-30,Chlorpheniramine,114,2026-12-01,3,102.29,12.0,32.87892857,306.87,2025-07-01,Prescription
2025-07-30,Vitamin C Tablets,587,2026-01-01,7,24.86,12.0,18.645,174.02,2025-07-01,OTC
2025-07-31,Becosules,525,2026-04-01,10,60.49,12.0,64.81071429,604.9,2025-07-01,Prescription
2025-07-31,Omeprazole 20mg,532,2026-12-01,2,32.14,12.0,6.887142857,64.28,2025-07-01,Prescription
2025-07-31,Tetanus Toxoid,996,2028-04-01,5,11.35,12.0,6.080357143,56.75,2025-07-01,Prescription
2025-07-31,Avil 25mg,591,2026-12-01,7,13.25,12.0,9.9375,92.75,2025-07-01,Prescription
2025-07-31,Pantoprazole 40mg,854,2026-04-01,5,153.15,12.0,82.04464286,765.75,2025-07-01,Prescription
2025-07-31,ORS Sachet,453/112,2025-12-01,8,99.1,12.0,84.94285714,792.8,2025-07-01,Prescription
2025-07-31,Salbutamol Inhaler,135,2026-01-01,7,73.26,12.0,54.945,512.82,2025-07-01,Prescription
2025-07-31,Thyroxine 50mcg,406,2027-04-01,4,140.83,12.0,60.35571429,563.32,2025-07-01,Prescription
2025-07-31,Ivermectin 12mg,169,2026-04-01,8,177.95,12.0,152.5285714,1423.6,2025-07-01,Prescription
2025-08-01,Ivermectin 12mg,169,2026-04-01,5,177.95,12.0,95.33035714,889.75,2025-08-01,Prescription
2025-08-01,Levocetirizine 5mg,311,2026-12-01,4,35.0,12.0,15.0,140.0,2025-08-01,Prescription
2025-08-01,Tetanus Toxoid,996,2028-04-01,8,11.35,12.0,9.728571429,90.8,2025-08-01,Prescription
2025-08-01,Salbutamol Inhaler,248,2026-01-01,7,73.26,12.0,54.945,512.82,2025-08-01,Prescription
2025-08-01,Allegra 120mg,672,2026-07-01,7,264.72,12.0,198.54,1853.04,2025-08-01,Prescription
2025-08-01,Insulin 30/70,854,2026-01-01,9,174.0,12.0,167.7857143,1566.0,2025-08-01,Prescription
2025-08-01,Disprin,521,2026-05-01,6,5.64,12.0,3.625714286,33.84,2025-08-01,Prescription
2025-08-02,Surgical Gloves,690,2027-01-01,5,83.0,12.0,44.46428571,415.0,2025-08-01,Prescription
2025-08-02,Becosules,525,2026-04-01,2,60.49,12.0,12.96214286,120.98,2025-08-01,Prescription
2025-08-02,Dolo 650mg,222/491,2026-01-01,9,33.76,12.0,32.55428571,303.84,2025-08-01,Prescription
2025-08-02,Ciprofloxacin 500mg,927,2026-04-01,4,47.49,12.0,20.35285714,189.96,2025-08-01,Prescription
2025-08-02,Chlorpheniramine,114,2026-12-01,7,102.29,12.0,76.7175,716.03,2025-08-01,Prescription
2025-08-02,Avil 25mg,591,2026-12-01,4,13.25,12.0,5.678571429,53.0,2025-08-01,Prescription
2025-08-02,Domperidone 10mg,652,2026-04-01,7,25.86,12.0,19.395,181.02,2025-08-01,Prescription
2025-08-03,Becosules,569,2026-04-01,8,60.49,12.0,51.84857143,483.92,2025-08-01,Prescription
2025-08-03,Zincovit,250,2026-03-01,7,115.0,12.0,86.25,805.0,2025-08-01,Prescription
2025-08-03,Volini Gel,100/555,2026-01-01,8,265.0,12.0,227.1428571,2120.0,2025-08-01,OTC
2025-08-03,Combiflam,540,2026-06-01,12,55.71,12.0,71.62714286,668.52,2025-08-01,Prescription
2025-08-03,Erythromycin 250mg,546,2026-04-01,9,60.0,12.0,57.85714286,540.0,2025-08-01,Prescription
2025-08-03,Pantoprazole 40mg,854,2026-04-01,6,153.15,12.0,98.45357143,918.9,2025-08-01,Prescription
2025-08-03,Surgical Gloves,690,2027-01-01,5,83.0,12.0,44.46428571,415.0,2025-08-01,Prescription
2025-08-03,Hand Sanitizer,700,2026-01-01,9,30.0,12.0,28.92857143,270.0,2025-08-01,OTC
2025-08-03,Cetirizine 10mg,173/104,2026-03-01,6,21.05,12.0,13.53214286,126.3,2025-08-01,Prescription
2025-08-04,Surgical Gloves,690,2027-01-01,8,83.0,12.0,71.14285714,664.0,2025-08-01,Prescription
2025-08-04,Ivermectin 12mg,169/354,2026-04-01,8,177.95,12.0,152.5285714,1423.6,2025-08-01,Prescription
2025-08-04,Avil 25mg,591,2026-12-01,9,13.25,12.0,12.77678571,119.25,2025-08-01,Prescription
2025-08-04,Pantoprazole 40mg,854,2026-04-01,4,153.15,12.0,65.63571429,612.6,2025-08-01,Prescription
2025-08-04,Vitamin C Tablets,587/160,2026-01-01,9,24.86,12.0,23.97214286,223.74,2025-08-01,OTC
2025-08-04,Ciprofloxacin 500mg,927,2026-04-01,6,47.49,12.0,30.52928571,284.94,2025-08-01,Prescription
2025-08-04,Prednisolone 10mg,130,2025-12-01,5,27.0,12.0,14.46428571,135.0,2025-08-01,Prescription
2025-08-05,Calpol 500mg,355,2026-07-01,4,14.95,12.0,6.407142857,59.8,2025-08-01,Prescription
2025-08-05,Atorvastatin 10mg,333/674,2026-05-01,9,55.32,12.0,53.34428571,497.88,2025-08-01,Prescription
2025-08-05,Clotrimazole Cream,522,2026-05-01,3,302.5,12.0,97.23214286,907.5,2025-08-01,OTC
2025-08-05,Nicotine Patch,982,2026-08-01,8,85.57,12.0,73.34571429,684.56,2025-08-01,Prescription
2025-08-05,Ranitidine 150mg,801,2025-12-01,10,13.65,12.0,14.625,136.5,2025-08-01,Prescription
2025-08-05,Digene,673,2026-03-01,6,29.2,12.0,18.77142857,175.2,2025-08-01,Prescription
2025-08-05,Tetanus Toxoid,996,2028-04-01,6,11.35,12.0,7.296428571,68.1,2025-08-01,Prescription
2025-08-05,Combiflam,540,2026-06-01,9,55.71,12.0,53.72035714,501.39,2025-08-01,Prescription
2025-08-06,Avil 25mg,591,2026-12-01,8,13.25,12.0,11.35714286,106.0,2025-08-01,Prescription
2025-08-06,Domperidone 10mg,652/722,2026-04-01,6,25.86,12.0,16.62428571,155.16,2025-08-01,Prescription
2025-08-06,Prednisolone 10mg,130,2025-12-01,8,27.0,12.0,23.14285714,216.0,2025-08-01,Prescription
2025-08-06,Thermometer,654,,5,190.0,12.0,101.7857143,950.0,2025-08-01,Prescription
